고객ID ,데이터셋 구분,보험사기자여부,성별,연령,주택가격,거주TYPE,FP경력,고객등록년월,시도구분,직업그룹코드1,직업그룹코드2,추정가구소득1,추정가구소득2,,,,
3857,1,N,2,36,33333,20,N,200306,울산,전문직,교사,7911,3593,,,,
3858,1,N,2,36,21111,20,Y,199901,경기,주부,주부,0,4409,,,,
3859,1,N,2,35,0,,N,200206,강원,사무직,사무직,0,3380,,,,
3860,1,N,1,35,5608,12,N,200002,부산,사무직,기업/단체 임원,3180,4107,,,,
3861,1,N,2,35,10833,30,N,200304,경기,자영업,자영업,3790,3344,,,,
3862,1,N,2,35,1995,12,Y,200306,대전,주부,주부,2144,3185,,,,
3863,1,N,1,35,0,11,N,200006,전남,사무직,사무직,0,4006,,,,
3864,1,N,2,35,19638,20,N,101,부산,전문직,예체능계 종사자,5449,3774,,,,
3866,1,N,2,35,0,,N,101,전북,자영업,자영업,0,7546,,,,
3867,1,N,1,34,14027,20,N,101,인천,제조업,2차산업 종사자,4494,3613,,,,
3868,1,N,1,34,9444,30,N,199901,인천,서비스,예체능계 종사자,3818,3527,,,,
3870,1,N,1,33,8458,40,N,101,충남,서비스,3차산업 종사자,3971,3419,,,,
3871,1,N,1,33,11409,40,N,200211,인천,서비스,2차산업 종사자,2968,6705,,,,
3872,1,N,2,33,27222,20,N,200010,울산,전문직,교사,6935,3624,,,,
3873,1,N,1,31,10000,20,N,200008,전남,제조업,2차산업 종사자,3651,3246,,,,
3876,2,,1,31,16507,40,N,200107,서울,사무직,사무직,4559,3578,,,,
3877,2,,1,31,1674,11,N,101,부산,서비스,2차산업 종사자,0,3017,,,,
3880,1,N,1,29,5138,30,N,199906,경기,기타,학생,4607,4573,,,,
3888,1,N,2,24,15416,20,N,200210,대구,서비스,3차산업 종사자,7683,2391,,,,
3892,2,,2,21,6790,40,N,199810,광주,주부,주부,3674,3546,,,,
3899,1,N,2,38,9583,30,N,200306,인천,주부,주부,4017,3607,,,,
3901,1,N,1,55,11463,11,N,200306,전북,1차산업,1차산업 종사자,5846,4839,,,,
3902,2,,2,40,19166,20,N,200306,대구,주부,주부,4401,5119,,,,
3905,2,,1,45,0,12,N,200306,경북,서비스,2차산업 종사자,0,3655,,,,
3906,1,N,2,52,13663,40,N,200307,부산,자영업,자영업,6778,4247,,,,
3907,1,N,2,31,4279,11,N,200307,전남,주부,주부,4377,3381,,,,
3908,1,N,2,38,9300,13,N,200307,경남,전문직,전문직,3829,7735,,,,
3911,1,N,1,35,9916,99,N,200307,대전,사무직,사무직,0,8296,,,,
3912,1,N,2,37,7691,11,N,200307,전남,사무직,단순 사무직,3649,6500,,,,
3916,1,N,2,49,25514,12,N,200308,경기,,,4407,4144,,,,
3917,1,N,1,33,6250,30,N,200308,광주,사무직,사무직,1930,3302,,,,
3918,1,N,1,18,31666,20,N,200309,경기,기타,학생,10099,10093,,,,
3919,1,Y,2,33,15833,20,N,200309,대전,사무직,사무직,5222,3402,,,,
3920,1,N,1,49,19393,11,N,200309,경기,서비스,2차산업 종사자,6407,5064,,,,
3921,1,N,2,39,15351,40,Y,200309,대전,자영업,3차산업 종사자,3834,8715,,,,
3922,1,Y,1,27,3472,30,N,200309,대전,기타,학생,4015,3999,,,,
3923,1,N,1,41,23333,20,N,200309,경기,제조업,2차산업 종사자,6608,4596,,,,
3926,1,N,1,43,21805,20,N,200309,충북,사무직,사무직,7137,5368,,,,
3929,1,N,2,38,10277,30,N,200310,서울,주부,주부,4959,3509,,,,
3930,1,N,1,47,30416,20,N,200310,부산,사무직,사무직,7533,5520,,,,
3931,1,N,2,37,23055,20,N,200310,인천,주부,주부,6517,3943,,,,
3932,1,N,2,36,16250,20,N,200310,충북,기타,학생,4841,0,,,,
3933,1,N,1,41,49583,20,N,200310,인천,자영업,자영업,10367,4904,,,,
3937,1,N,2,37,1322,12,N,200311,전남,주부,주부,2894,4352,,,,
3939,1,N,2,68,13637,11,N,200311,충남,기타,기타,2412,4030,,,,
3940,2,,2,43,18873,30,N,200311,서울,주부,주부,0,0,,,,
3941,1,N,2,63,13333,20,N,200311,대전,자영업,자영업,3797,3598,,,,
3944,1,Y,2,56,11527,20,N,200312,충북,서비스,종교인/역술인,5747,4221,,,,
3947,1,N,1,35,7962,12,N,200312,충북,자영업,자영업,3672,4445,,,,
3948,1,N,1,47,52222,20,N,200312,서울,서비스,2차산업 종사자,11366,8804,,,,
3949,2,,2,41,9154,12,N,200312,서울,주부,주부,0,0,,,,
3950,1,N,1,59,1301,11,N,200312,전북,1차산업,1차산업 종사자,4071,3551,,,,
3952,1,N,2,49,4444,20,N,200401,제주,자영업,자영업,4805,3792,,,,
3953,1,N,1,30,14861,20,N,200401,경남,전문직,3차산업 종사자,4284,3166,,,,
3954,1,N,1,56,15186,40,N,200401,경기,전문직,사무직,6707,5088,,,,
3955,1,N,2,39,0,,N,200401,대구,주부,주부,0,0,,,,
3959,1,N,1,55,24722,20,N,200402,인천,제조업,전문직,8385,8358,,,,
3960,1,N,2,39,18611,20,N,200402,경남,주부,주부,5897,4965,,,,
3961,1,N,2,56,7638,20,N,200402,울산,서비스,3차산업 종사자,3747,3440,,,,
3964,2,,2,47,21207,11,N,200402,울산,전문직,학자/연구직,4384,9136,,,,
3968,1,N,2,56,18888,20,Y,200403,대구,주부,주부,7550,6608,,,,
3969,1,N,2,37,12222,30,N,200403,경기,사무직,단순 사무직,4413,3192,,,,
3970,1,N,2,53,30833,20,N,200403,경기,주부,주부,10057,10089,,,,
3971,1,N,1,37,15540,40,N,200403,서울,서비스,2차산업 종사자,5057,3904,,,,
3972,1,N,1,47,46666,20,N,200403,경기,서비스,2차산업 종사자,10518,6550,,,,
3973,1,N,1,22,36666,20,N,200403,경기,기타,학생,10168,8464,,,,
3977,1,N,2,51,0,,N,200403,서울,주부,주부,0,4679,,,,
3978,1,N,2,30,10000,30,N,200403,경기,사무직,사무직,3881,3322,,,,
3979,1,N,1,43,23055,20,N,200403,경기,서비스,2차산업 종사자,5756,4803,,,,
3980,1,N,2,57,11666,20,N,200403,전북,주부,주부,6106,4952,,,,
3981,1,N,2,33,18055,20,N,200404,충남,전문직,교육관련직,5025,6897,,,,
3983,1,N,1,39,8027,11,N,200404,경기,기타,학생,3564,3553,,,,
3985,1,N,1,47,18055,20,N,200404,부산,서비스,3차산업 종사자,5737,4715,,,,
3986,1,N,2,41,7777,20,N,200404,경남,주부,주부,3744,3804,,,,
3988,1,N,2,38,29027,20,N,200405,대구,서비스,3차산업 종사자,7082,4176,,,,
3989,1,N,1,39,21250,20,N,200405,서울,전문직,전문직,5949,7546,,,,
3991,1,N,1,36,2117,12,N,200405,대전,전문직,전문직,0,3864,,,,
3992,1,N,2,56,4861,30,N,200405,제주,기타,3차산업 종사자,4321,3479,,,,
3993,1,N,2,47,9409,11,N,200405,경남,서비스,2차산업 종사자,3654,8807,,,,
3995,1,N,2,33,13888,20,N,200405,인천,주부,주부,4061,3943,,,,
3997,1,N,2,51,13097,99,N,200405,경기,서비스,종교인/역술인,0,3894,,,,
3998,2,,2,60,43055,20,N,200405,경기,주부,주부,0,0,,,,
3999,1,N,1,59,8987,12,N,200406,충남,기타,1차산업 종사자,5155,4416,,,,
4000,1,N,1,38,9722,20,N,200406,경북,사무직,사무직,3680,7444,,,,
4001,2,,2,49,25972,20,Y,200406,서울,주부,주부,8187,5393,,,,
4002,1,N,2,56,19444,30,N,200406,경기,기타,3차산업 종사자,0,3991,,,,
4004,1,N,2,40,0,,N,200406,전남,주부,주부,0,4461,,,,
4005,1,N,2,42,11570,40,N,200406,경기,전문직,교사,3869,4115,,,,
4007,1,N,2,42,16111,20,N,200406,인천,전문직,교육관련직,4787,3476,,,,
4008,2,,2,57,8337,99,N,200406,부산,주부,주부,0,5213,,,,
4009,1,Y,2,33,30138,20,N,200406,서울,사무직,단순 사무직,7949,3032,,,,
4010,1,N,2,51,20833,20,N,200406,광주,기타,3차산업 종사자,0,9183,,,,
4011,1,Y,2,42,6805,20,Y,200406,전남,서비스,3차산업 종사자,3454,9221,,,,
4012,2,,2,61,0,,N,200406,강원,주부,주부,0,0,,,,
4013,1,N,1,50,17777,20,N,200407,경기,서비스,2차산업 종사자,7142,4593,,,,
4015,1,N,2,36,6666,20,N,200407,경북,전문직,의료직 종사자,2734,6426,,,,
4016,1,N,1,44,27500,20,N,200408,인천,서비스,2차산업 종사자,7223,8753,,,,
4017,1,N,1,53,1756,11,N,200408,전북,1차산업,1차산업 종사자,4542,3709,,,,
4018,1,Y,2,35,17916,20,N,200408,경기,서비스,3차산업 종사자,4937,7338,,,,
4020,1,N,2,57,13333,30,N,200408,서울,주부,주부,5961,5853,,,,
4021,2,,2,56,11684,40,N,200408,부산,주부,주부,6325,4285,,,,
4023,1,N,2,68,5864,11,N,200409,전북,주부,주부,3193,3167,,,,
4024,1,N,1,41,10044,40,N,200409,충북,제조업,2차산업 종사자,4469,4185,,,,
4025,1,N,2,50,22777,20,N,200409,인천,서비스,예체능계 종사자,9768,9423,,,,
4027,1,N,2,36,34296,11,N,200410,인천,서비스,3차산업 종사자,5559,3031,,,,
4029,1,N,2,52,26752,12,N,200410,경기,전문직,교육관련직,6912,14152,,,,
4033,1,N,2,34,15138,20,N,200410,경북,사무직,사무직,4482,6912,,,,
4036,1,N,2,29,12840,11,N,200410,대구,제조업,2차산업 종사자,6050,2776,,,,
4039,1,N,2,43,1733,13,N,200411,대구,전문직,전문직,0,2796,,,,
4040,1,N,1,37,23333,20,N,200411,경기,사무직,사무직,7812,3887,,,,
4045,1,N,1,34,25277,20,N,200412,충남,자영업,자영업,7205,3879,,,,
4046,1,N,2,37,6746,11,N,200412,강원,전문직,공무원,3543,3319,,,,
4047,1,N,2,49,23888,20,N,200412,충남,자영업,자영업,7997,10667,,,,
4048,1,N,2,31,10138,20,N,200412,경남,사무직,단순 사무직,3282,6196,,,,
4049,1,N,1,33,109583,20,N,200412,서울,사무직,사무직,13899,4000,,,,
4050,1,N,2,62,16388,20,N,200412,경기,기타,단순 노무직,5428,5652,,,,
4051,1,N,2,35,26944,20,N,200501,경남,사무직,단순 사무직,7562,2957,,,,
4052,1,N,1,32,4305,20,N,200501,경남,서비스,2차산업 종사자,2532,3206,,,,
4054,2,,1,60,12083,20,N,200501,강원,사무직,공무원,0,4552,,,,
4055,1,N,2,33,6960,12,N,200501,충북,사무직,사무직,3507,3121,,,,
4056,2,,2,60,13839,12,N,200501,서울,주부,주부,0,0,,,,
4061,1,Y,1,33,8472,30,N,,,,,4357,,,,,
4062,1,N,1,38,42222,20,N,200502,부산,서비스,2차산업 종사자,9496,7448,,,,
4064,1,N,1,60,15138,20,N,,,,,5892,,,,,
4065,1,N,1,57,19444,20,N,200502,서울,서비스,2차산업 종사자,6553,7835,,,,
4066,1,N,2,35,20332,12,N,200503,서울,전문직,전문직,5227,3694,,,,
4067,1,N,2,65,25833,30,N,200503,부산,기타,기타,7068,6919,,,,
4069,1,N,2,46,9166,20,N,200503,경남,주부,주부,0,4421,,,,
4070,1,Y,2,61,13194,30,N,200503,경기,서비스,3차산업 종사자,0,0,,,,
4072,1,N,1,41,18194,20,N,200503,광주,사무직,교육관련직,4282,8866,,,,
4073,1,Y,1,32,9166,20,N,200503,전북,자영업,자영업,3519,3411,,,,
4074,1,N,1,40,16666,20,N,200503,강원,서비스,3차산업 종사자,0,3051,,,,
4075,1,Y,2,68,4027,20,N,200503,강원,주부,주부,2343,2318,,,,
4078,1,N,2,35,12767,13,N,200504,서울,자영업,자영업,4600,4575,,,,
4079,1,N,2,57,6863,12,N,200504,광주,전문직,공무원,5359,10525,,,,
4080,1,N,2,43,20000,20,N,200504,경남,주부,주부,6026,5814,,,,
4084,1,N,2,39,6450,11,N,200505,부산,서비스,예체능계 종사자,0,3215,,,,
4085,1,N,2,26,10496,11,N,200505,경북,사무직,사무직,5714,2587,,,,
4086,2,,2,60,3782,12,N,200505,충남,주부,주부,4396,8470,,,,
4087,1,Y,1,47,15660,12,N,200505,서울,사무직,사무직,4686,5563,,,,
4088,1,N,1,38,22222,30,N,200505,서울,자영업,자영업,7330,5862,,,,
4092,1,N,2,57,0,,N,200505,전남,기타,3차산업 종사자,0,7822,,,,
4094,1,N,2,64,0,,N,200506,충북,기타,기타,0,3903,,,,
4096,1,N,2,57,12916,20,Y,200506,충남,자영업,3차산업 종사자,6146,7411,,,,
4098,1,N,2,37,15375,99,N,200506,경기,사무직,단순 사무직,0,7245,,,,
4099,1,N,2,71,17083,20,N,200506,부산,주부,주부,2368,2267,,,,
4101,2,,1,37,23123,11,N,200506,충남,기타,3차산업 종사자,5722,3952,,,,
4102,2,,2,36,19305,20,N,200506,경기,자영업,자영업,5098,7503,,,,
4103,2,,1,41,9722,20,N,200506,경남,제조업,2차산업 종사자,0,3994,,,,
4106,1,N,1,42,38611,20,N,200506,충남,전문직,학자/연구직,10304,9251,,,,
4108,1,N,2,43,22222,20,Y,200507,울산,자영업,3차산업 종사자,6073,9677,,,,
4111,1,N,1,36,6609,12,N,200507,인천,사무직,사무직,3537,7020,,,,
4112,1,N,2,40,8750,20,N,200507,경북,주부,주부,4647,4425,,,,
4113,1,N,1,32,0,,N,200507,충남,서비스,2차산업 종사자,0,3309,,,,
4114,1,N,2,78,3228,12,N,200507,전북,기타,기타,1477,1479,,,,
4117,1,N,2,51,1435,13,N,200508,대전,자영업,자영업,4708,4171,,,,
4118,1,N,2,47,6227,12,N,200508,경남,사무직,단순 사무직,3288,7112,,,,
4119,1,N,2,66,4960,99,N,200508,전북,주부,주부,0,3057,,,,
4121,1,N,2,48,7681,40,N,200508,경북,전문직,의료직 종사자,6318,7781,,,,
4122,1,Y,2,42,7049,40,N,200509,전북,주부,주부,3881,5380,,,,
4123,1,N,2,64,17819,11,N,200509,충남,서비스,3차산업 종사자,5227,5080,,,,
4124,1,N,2,36,24444,20,N,200509,전남,주부,주부,7120,4975,,,,
4126,1,N,2,42,29760,12,N,200509,서울,주부,주부,5690,6201,,,,
4127,1,N,1,34,9069,40,N,200509,경기,제조업,2차산업 종사자,2564,3487,,,,
4128,1,N,2,39,39066,20,N,200509,경기,주부,주부,9880,5210,,,,
4129,1,N,2,68,12284,30,N,200509,서울,주부,주부,2302,2402,,,,
4130,1,N,2,32,2172,11,N,200509,전남,기타,학생,4100,4126,,,,
4132,1,N,2,70,4751,12,N,200510,부산,기타,기타,3020,2987,,,,
4133,1,N,2,36,20277,20,N,200510,부산,전문직,교사,5584,4003,,,,
4134,1,Y,2,52,23114,11,N,200510,경남,주부,주부,7732,4735,,,,
4135,1,N,1,58,0,,N,200510,인천,기타,3차산업 종사자,0,3957,,,,
4136,1,N,2,36,18055,20,N,200510,인천,사무직,단순 사무직,5824,3546,,,,
4137,1,N,2,51,12083,30,N,200510,경기,사무직,사무직,0,4166,,,,
4141,2,,2,60,8719,13,N,200511,부산,자영업,자영업,5364,4099,,,,
4142,1,N,2,37,6388,20,N,200511,전남,사무직,단순 사무직,3327,7535,,,,
4143,1,N,2,34,98616,11,N,200511,울산,자영업,자영업,11649,3786,,,,
4144,1,N,2,76,1696,13,N,200512,전북,기타,기타,1483,1476,,,,
4146,1,N,2,34,8014,11,N,200512,충북,주부,주부,3648,3900,,,,
4147,1,N,2,64,3596,13,N,200512,경기,주부,주부,0,0,,,,
4148,1,N,2,62,0,,N,200512,경기,서비스,3차산업 종사자,0,2460,,,,
4149,2,,2,41,12222,30,N,200512,서울,서비스,3차산업 종사자,5441,7045,,,,
4150,1,N,2,65,9583,30,N,200601,인천,주부,주부,3750,3720,,,,
4151,1,Y,2,54,19722,20,N,200601,인천,주부,주부,8277,5108,,,,
4152,1,N,1,21,0,,N,200601,경기,기타,학생,0,0,,,,
4154,1,N,1,34,14444,20,N,200601,경기,사무직,고위 공무원,5362,3590,,,,
4155,1,N,2,13,8472,30,N,200601,경기,기타,학생,4889,4847,,,,
4157,1,N,1,37,30137,40,N,200602,서울,서비스,2차산업 종사자,9399,4117,,,,
4159,1,N,2,33,0,,N,200602,서울,전문직,교사,0,3058,,,,
4160,1,N,2,54,8505,11,N,200602,대구,서비스,3차산업 종사자,5608,9820,,,,
4163,1,N,2,51,2583,11,N,200602,경북,주부,주부,4753,4735,,,,
4165,1,N,2,40,14449,12,N,200603,경기,전문직,예체능계 종사자,0,3729,,,,
4166,1,N,2,49,32916,30,N,200603,서울,기타,3차산업 종사자,10075,3458,,,,
4167,1,N,1,40,9166,20,N,200603,강원,전문직,공무원,0,3638,,,,
4169,1,N,2,31,16111,30,N,200603,서울,기타,학생,4966,4939,,,,
4170,1,N,2,49,10322,99,Y,200603,대구,자영업,자영업,0,4906,,,,
4171,1,N,1,36,19166,20,N,200603,충남,서비스,2차산업 종사자,5376,3830,,,,
4172,1,N,2,36,8385,40,N,200603,경남,기타,학생,3978,3407,,,,
4175,1,N,2,37,19027,20,N,200603,대구,주부,주부,0,0,,,,
4176,1,N,2,47,12777,20,Y,200603,광주,자영업,3차산업 종사자,4725,4018,,,,
4178,1,N,2,33,0,,N,200604,서울,주부,주부,0,0,,,,
4179,1,N,2,32,29608,20,N,200604,경기,서비스,3차산업 종사자,7497,4352,,,,
4180,1,N,1,36,23285,99,N,200604,서울,자영업,자영업,0,4043,,,,
4181,1,Y,2,33,24722,20,N,200604,서울,자영업,자영업,6935,3364,,,,
4182,1,Y,2,35,14444,20,N,200604,광주,사무직,단순 사무직,5360,3403,,,,
4184,1,N,2,43,6881,40,N,200605,광주,서비스,3차산업 종사자,0,3818,,,,
4186,1,N,2,68,9861,20,N,200605,부산,제조업,2차산업 종사자,3248,3158,,,,
4187,1,N,1,34,12829,11,N,200605,울산,제조업,2차산업 종사자,2639,3147,,,,
4188,1,Y,2,50,0,,N,200605,서울,주부,주부,0,0,,,,
4193,1,N,2,32,11600,12,N,200606,경기,서비스,3차산업 종사자,2528,3013,,,,
4194,1,N,2,49,15278,12,N,200606,서울,자영업,자영업,4695,8315,,,,
4195,1,N,1,41,5268,12,N,200606,대구,전문직,2차산업 종사자,2879,5468,,,,
4198,1,N,2,45,20555,20,N,200607,인천,사무직,사무직,6299,4030,,,,
4200,1,N,1,67,15000,30,N,200607,서울,서비스,2차산업 종사자,3058,3047,,,,
4201,1,N,2,35,33611,20,N,200607,경기,전문직,전문직,8069,4243,,,,
4203,1,N,1,42,37777,20,N,200608,서울,전문직,전문직,10002,9021,,,,
4205,1,N,2,34,35138,20,N,200609,경기,주부,주부,7203,5287,,,,
4208,1,N,2,58,6820,12,N,200609,서울,기타,3차산업 종사자,6193,2790,,,,
4209,1,N,2,34,9583,20,N,200609,대구,사무직,사무직,3189,2951,,,,
4211,1,N,2,61,10930,12,N,200609,서울,서비스,3차산업 종사자,5644,5559,,,,
4214,1,N,2,27,22222,20,N,200609,경남,기타,학생,8475,8082,,,,
4215,2,,2,27,13888,20,N,200610,경기,기타,학생,2376,2351,,,,
4216,2,,2,34,12222,20,N,200610,경기,사무직,단순 사무직,3612,6774,,,,
4217,1,N,2,58,4439,99,N,200610,충남,제조업,2차산업 종사자,0,3398,,,,
4218,1,N,2,35,6024,50,N,200610,경기,전문직,의료직 종사자,3310,3313,,,,
4220,1,N,1,73,2484,11,N,200611,경북,1차산업,1차산업 종사자,1664,2615,,,,
4221,1,N,1,54,12222,20,N,200611,경기,1차산업,1차산업 종사자,6239,10391,,,,
4223,1,N,1,38,20942,12,N,200611,서울,서비스,2차산업 종사자,5727,4030,,,,
4224,1,N,2,53,9369,40,N,200611,경남,서비스,3차산업 종사자,6426,8584,,,,
4225,1,N,2,62,2845,12,N,200611,경남,서비스,종교인/역술인,4096,,,,,
4226,1,N,2,33,9648,12,N,200611,경기,제조업,2차산업 종사자,3794,3027,,,,
4227,1,N,2,37,27261,20,N,200612,대구,사무직,사무직,6856,7419,,,,
4228,1,N,2,42,6370,12,N,200612,경기,주부,주부,3318,3286,,,,
4229,1,N,2,38,12777,20,N,200612,경기,주부,주부,0,0,,,,
4230,1,N,2,60,2846,11,N,200612,경북,1차산업,1차산업 종사자,4273,3803,,,,
4231,1,N,2,45,9027,30,Y,200612,경기,자영업,3차산업 종사자,3673,8266,,,,
4233,1,N,1,52,5807,40,N,200612,전남,서비스,3차산업 종사자,6039,4377,,,,
4234,1,N,2,43,19027,20,N,200701,부산,전문직,교사,5594,8740,,,,
4235,1,N,2,57,0,,N,200701,경남,주부,주부,0,0,,,,
4236,1,N,1,50,22777,20,N,200701,경기,자영업,자영업,9004,10221,,,,
4238,1,Y,2,45,13611,20,N,200701,전남,사무직,단순 사무직,5911,8646,,,,
4239,1,N,2,30,26497,11,N,200701,경기,사무직,사무직,3235,3244,,,,
4240,1,N,2,40,13333,20,N,200701,전북,기타,학생,6934,8716,,,,
4242,1,Y,2,45,10522,11,Y,200702,전남,서비스,3차산업 종사자,3812,4602,,,,
4244,1,N,2,48,20555,20,N,200702,인천,사무직,사무직,5481,10732,,,,
4245,1,N,2,29,17184,40,N,200702,서울,사무직,사무직,6464,3068,,,,
4246,1,N,2,60,4972,40,N,200703,경북,주부,주부,0,0,,,,
4248,2,,2,38,2321,13,N,200703,경기,자영업,자영업,3194,7795,,,,
4251,1,N,2,36,22222,20,N,200703,경기,주부,주부,5195,4822,,,,
4252,1,N,1,53,18376,20,N,200704,경기,사무직,기업/단체 임원,8150,11919,,,,
4253,1,N,1,40,32222,20,N,200704,부산,사무직,사무직,7227,4717,,,,
4256,2,,2,36,13888,20,N,200705,경남,주부,주부,4380,3770,,,,
4258,1,N,2,32,9620,30,N,200705,부산,전문직,의료직 종사자,3456,2913,,,,
4260,1,N,2,57,33692,40,N,200705,서울,서비스,3차산업 종사자,9797,10067,,,,
4261,1,N,1,27,12500,20,N,200705,경기,기타,학생,3912,5844,,,,
4262,1,N,2,37,17443,20,N,200705,경남,주부,주부,5581,3967,,,,
4263,1,N,1,44,9991,30,N,200705,인천,사무직,사무직,3554,5609,,,,
4264,1,N,1,34,1578,11,N,200705,경북,전문직,3차산업 종사자,2906,3546,,,,
4265,1,N,2,61,15984,99,N,200706,서울,기타,3차산업 종사자,0,0,,,,
4266,1,N,1,36,10277,30,N,200706,경기,제조업,2차산업 종사자,3636,3708,,,,
4268,1,N,1,55,7361,20,N,200706,충북,제조업,운전직,0,7242,,,,
4270,1,N,2,40,12500,20,N,200707,충북,서비스,예체능계 종사자,4451,3671,,,,
4272,1,N,2,34,21111,20,N,200707,부산,사무직,사무직,5968,3423,,,,
4274,1,Y,2,55,14027,30,N,200707,부산,주부,주부,6258,6448,,,,
4275,1,N,1,56,5312,11,N,200708,경남,서비스,운전직,4823,4844,,,,
4276,1,N,2,32,13966,13,N,200708,대전,서비스,종교인/역술인,4118,6640,,,,
4277,1,N,1,31,27841,11,N,200708,경기,사무직,사무직,3323,3481,,,,
4280,1,N,1,31,0,20,N,200708,서울,전문직,전문직,0,3723,,,,
4281,1,N,2,39,28055,30,N,200709,서울,주부,주부,8248,5876,,,,
4282,1,N,1,35,3353,12,N,200709,부산,서비스,2차산업 종사자,2217,5542,,,,
4283,1,N,2,55,3611,30,N,200709,경북,서비스,3차산업 종사자,5177,2943,,,,
4284,1,N,1,36,2048,12,N,200709,경북,전문직,3차산업 종사자,2982,3990,,,,
4285,1,N,2,31,24800,12,N,200709,서울,기타,학생,4416,4264,,,,
4286,1,N,2,37,15000,30,N,200709,부산,주부,주부,0,3490,,,,
4287,1,N,1,34,14305,20,N,200710,울산,서비스,3차산업 종사자,3755,3571,,,,
4289,1,N,1,35,8602,99,N,200711,전북,자영업,자영업,0,4487,,,,
4290,1,N,2,55,24444,20,N,200711,서울,자영업,자영업,9231,10014,,,,
4291,1,N,2,38,9977,40,N,200711,경기,주부,주부,3616,5552,,,,
4293,1,N,2,56,29166,20,N,200712,경기,서비스,2차산업 종사자,9496,4174,,,,
4294,1,N,2,41,8055,20,N,200712,충북,제조업,2차산업 종사자,3510,7815,,,,
4295,1,Y,2,39,22500,20,N,200712,부산,전문직,교사,0,3907,,,,
4296,1,N,2,55,27916,20,N,200801,경기,주부,주부,9554,5416,,,,
4297,1,N,2,19,15322,70,N,200801,서울,기타,학생,0,0,,,,
4298,2,,1,43,17083,20,N,200801,경기,서비스,2차산업 종사자,5815,5174,,,,
4299,1,N,2,32,5295,30,N,200801,대구,주부,주부,2600,3369,,,,
4300,2,,2,59,14444,20,N,200801,부산,주부,주부,7013,6929,,,,
4301,1,N,2,37,11022,13,N,200801,충남,서비스,3차산업 종사자,4020,8116,,,,
4302,1,N,2,36,15833,20,N,200802,대구,전문직,교사,4268,3356,,,,
4303,2,,2,34,33194,20,N,200802,경기,주부,주부,7957,4134,,,,
4304,1,N,1,55,4751,12,N,200803,부산,기타,기타,5119,5071,,,,
4305,2,,1,37,19583,20,N,200803,경기,사무직,사무직,5214,3942,,,,
4306,1,Y,2,51,7692,12,N,200803,경기,서비스,3차산업 종사자,0,3138,,,,
4308,1,N,2,73,10341,40,N,200803,대구,주부,주부,1852,1817,,,,
4310,1,N,1,32,9369,99,N,200803,경남,사무직,사무직,0,3491,,,,
4311,1,Y,2,45,18750,20,N,200804,경남,자영업,자영업,6743,10705,,,,
4312,2,,2,26,12777,20,N,200804,경남,기타,학생,7301,10081,,,,
4314,1,N,2,30,6111,30,N,200805,강원,서비스,3차산업 종사자,3685,3010,,,,
4315,1,N,2,33,5833,30,N,200805,서울,자영업,자영업,3212,2626,,,,
4317,1,N,1,64,4404,99,N,200805,경남,전문직,2차산업 종사자,0,0,,,,
4318,1,N,1,52,31111,20,N,200805,경기,자영업,자영업,7309,10068,,,,
4320,1,Y,2,31,6250,20,N,200805,경기,자영업,자영업,3671,2930,,,,
4321,1,N,2,36,22143,20,N,200806,경남,서비스,3차산업 종사자,6576,3722,,,,
4323,1,N,2,58,0,60,N,200806,충남,자영업,자영업,0,4301,,,,
4325,1,N,1,40,6865,12,N,200808,서울,자영업,자영업,3415,4431,,,,
4326,1,N,2,47,6388,20,N,200808,경기,주부,주부,3118,4382,,,,
4328,1,Y,2,40,51473,20,N,200809,인천,서비스,2차산업 종사자,10487,6760,,,,
4330,1,N,2,51,6944,20,N,200810,부산,주부,주부,4586,5218,,,,
4333,1,N,2,35,10277,20,N,200811,대전,주부,주부,3354,4018,,,,
4335,2,,1,55,14880,12,N,200901,서울,기타,단순 노무직,6659,3927,,,,
4336,1,N,1,35,8472,30,Y,200901,인천,사무직,사무직,3458,3760,,,,
4340,1,N,1,43,4836,12,N,200902,강원,서비스,2차산업 종사자,3221,4091,,,,
4342,1,N,1,37,24444,20,N,200902,경기,전문직,교사,6693,4015,,,,
4343,1,N,2,46,12291,40,N,200902,부산,주부,주부,3882,3981,,,,
4345,1,Y,2,57,8817,12,N,200902,서울,주부,주부,6269,4934,,,,
4346,1,N,1,33,19222,40,N,200903,경기,기타,학생,5211,4283,,,,
4348,1,N,2,38,38055,20,N,200903,경기,주부,주부,8831,4473,,,,
4349,1,N,2,50,12710,99,N,200903,서울,자영업,자영업,0,4853,,,,
4352,1,N,2,42,7083,20,N,200904,전남,주부,주부,3415,4726,,,,
4353,1,Y,2,57,3896,12,N,200905,경기,사무직,사무직,5025,3373,,,,
4354,1,N,1,49,12777,20,N,200905,전북,사무직,사무직,5042,5171,,,,
4355,1,N,1,27,28318,13,N,200905,전남,사무직,사무직,8380,2990,,,,
4356,2,,2,41,17222,20,N,200905,경기,주부,주부,4932,4683,,,,
4357,1,N,2,39,14444,20,N,200905,경기,주부,주부,4504,4188,,,,
4360,1,N,1,38,27361,20,N,200906,경기,전문직,교육관련직,6229,8418,,,,
4361,1,N,2,35,22361,20,N,200907,전북,주부,주부,6355,0,,,,
4362,1,N,2,33,15000,20,N,200907,경남,전문직,의료직 종사자,5339,3244,,,,
