ID,SIU,GENDER,AGE,RESI_COST,FP_CA,RGST,CTPR,WEDD,CHLD,DMND_AMT,PAYM_AMT
6474,N,2,29,16666,N,200702,경기,N,0,220000,220000
13080,N,2,36,9773,N,200611,경기,N,0,150000,150000
4218,N,2,35,6024,N,200610,경기,N,0,31700,31700
1913,N,1,27,10416,N,200610,경기,N,0,70000,70000
4201,N,2,35,33611,N,200607,경기,N,0,100000,100000
10785,Y,2,54,31111,N,200605,경기,N,0,630000,630000
4165,N,2,40,14449,N,200603,경기,N,0,60000,60000
6415,N,2,35,23333,N,200603,경기,N,0,200000,200000
4162,N,2,28,22777,N,200602,경기,N,0,580000,580000
15260,N,2,40,24027,N,200601,경기,N,0,4772548,4770000
12954,N,2,32,13333,N,200506,경기,N,0,160000,160000
12949,N,2,34,24166,N,200505,경기,N,0,300000,300000
15213,N,1,40,11921,N,200505,경기,N,0,2019589,2000000
17455,N,2,34,24305,N,200504,경기,N,0,0,0
1816,N,2,39,18611,N,200504,경기,N,0,320000,320000
12931,N,2,50,46388,N,200502,경기,N,0,90000,90000
6304,N,1,42,29444,N,200412,경기,N,0,210000,210000
8490,N,1,36,31111,N,200411,경기,N,0,60000,60000
6295,Y,1,46,10406,N,200411,경기,N,0,300000,300000
15127,N,2,29,9027,N,200406,경기,N,0,60200,60200
10574,N,1,51,43055,N,200402,경기,N,0,400000,400000
3954,N,1,56,15186,N,200401,경기,N,0,300000,300000
12826,N,1,28,22916,N,200401,경기,N,0,300000,300000
12801,N,2,37,6729,N,200310,경기,N,0,140000,140000
8370,N,2,45,22777,N,200309,경기,N,0,100000,100000
12790,N,2,35,21805,N,200308,경기,N,0,100000,100000
21811,N,1,36,8603,N,200307,경기,N,0,400000,400000
17285,N,2,31,7420,N,200307,경기,N,0,1000000,1000000
10262,N,2,25,16250,N,200306,경기,N,0,460000,460000
12473,N,1,29,17777,N,200306,경기,N,0,200000,200000
10226,N,2,28,45122,N,200306,경기,N,0,398898,398898
1279,N,2,36,16527,Y,200306,경기,N,0,400000,400000
19233,N,1,31,16944,N,200306,경기,N,0,72000,72000
5741,N,1,36,15972,N,200306,경기,N,0,180000,180000
3348,N,2,41,17916,N,200306,경기,N,0,30000,30000
1399,N,2,27,4394,N,200306,경기,N,0,150000,150000
12183,N,2,44,12500,N,200306,경기,N,0,1841930,1839380
3486,N,2,35,12222,N,200306,경기,N,0,120049,120000
7863,N,2,39,31666,N,200306,경기,N,0,330000,330000
3575,N,2,30,4949,N,200306,경기,N,0,20000,20000
14475,N,2,42,8643,N,200306,경기,N,0,300000,300000
16649,N,2,44,35555,N,200306,경기,N,0,100000,100000
5601,N,2,41,11111,N,200306,경기,N,0,100000,100000
3551,N,2,32,3885,N,200306,경기,N,0,41808,41808
5549,N,2,43,13609,N,200306,경기,N,0,1012653,1012653
8047,N,2,29,9408,N,200306,경기,N,0,540000,540000
19124,N,1,37,14166,N,200306,경기,N,0,292024,292024
1103,N,2,42,45555,N,200306,경기,N,0,80000,80000
19199,N,2,34,5609,N,200306,경기,N,0,153600,153600
1096,N,1,42,14421,N,200306,경기,N,0,360000,360000
21435,N,1,34,11111,N,200306,경기,N,0,120000,120000
14576,N,1,38,24166,N,200306,경기,N,0,80000,80000
9715,N,2,50,9144,N,200306,경기,N,0,300000,300000
10159,N,2,34,26666,N,200306,경기,N,0,1830000,1830000
2749,Y,2,59,2890,N,200306,경기,N,0,150000,150000
7905,Y,2,37,17076,N,200306,경기,N,0,20542372,20500000
16659,N,2,44,15555,N,200306,경기,N,0,0,0
21316,N,2,39,9305,N,200306,경기,N,0,50000,50000
12377,N,2,36,7159,N,200306,경기,N,0,366000,366000
5779,N,1,34,11300,N,200306,경기,N,0,90000,90000
3482,N,1,35,5416,N,200306,경기,N,0,250500,250500
20889,N,2,52,19480,N,200306,경기,N,0,200000,200000
3825,N,2,43,9713,N,200306,경기,N,0,2400000,2400000
7825,N,1,41,16388,N,200306,경기,N,0,320000,320000
12412,N,2,34,22777,N,200306,경기,N,0,87200,87200
7969,N,1,35,11527,N,200306,경기,N,0,300000,300000
5816,N,1,31,11570,N,200306,경기,N,0,100000,100000
16918,N,2,32,26666,N,200306,경기,N,0,160000,160000
16780,N,2,39,17222,N,200306,경기,N,0,200000,200000
905,N,2,48,9861,N,200306,경기,N,0,120000,120000
3467,N,2,36,19077,N,200306,경기,N,0,320000,320000
21305,N,2,39,28055,N,200306,경기,N,0,15000,15000
7864,N,2,39,21944,N,200306,경기,N,0,230000,230000
16738,N,1,40,5432,N,200306,경기,N,0,125000,125000
5807,N,2,32,44444,N,200306,경기,N,0,100000,100000
21371,N,2,37,13194,N,200306,경기,N,0,300000,300000
7941,N,2,36,9305,N,200306,경기,N,0,275000,275000
14421,N,2,43,12361,N,200306,경기,N,0,576000,576000
19252,Y,2,29,10564,N,200306,경기,N,0,928775,928000
16840,N,1,37,20555,N,200306,경기,N,0,319270,319270
5845,N,2,28,3384,N,200306,경기,N,0,1462262,1461358
3291,N,1,43,2639,N,200306,경기,N,0,200000,200000
21108,N,2,45,45833,N,200306,경기,N,0,81540,81540
7996,N,2,33,19444,N,200306,경기,N,0,60000,60000
14654,N,2,35,16388,N,200306,경기,N,0,0,0
1249,N,2,37,23194,N,200306,경기,N,0,200000,200000
12335,N,2,38,12361,N,200306,경기,N,0,150000,150000
9317,N,1,62,42222,N,200306,경기,N,0,80000,80000
16717,N,1,42,15555,N,200306,경기,N,0,240000,240000
3072,N,1,50,23888,N,200306,경기,N,0,280000,280000
16895,N,1,34,24305,N,200306,경기,N,0,20049315,20000000
7846,N,1,40,9926,N,200306,경기,N,0,15000000,15000000
21430,N,2,34,7916,N,200306,경기,N,0,540000,540000
16856,N,2,36,18888,N,200306,경기,N,0,220000,220000
14371,N,2,44,17777,N,200306,경기,N,0,100000,100000
18509,N,2,57,48194,N,200306,경기,N,0,500000,500000
5531,N,2,44,53888,N,200306,경기,N,0,80000,80000
5704,N,2,38,25972,N,200306,경기,N,0,200000,200000
5484,N,2,45,12083,N,200306,경기,N,0,480000,480000
8024,N,2,31,34722,N,200306,경기,N,0,90000,90000
7783,N,1,43,34305,N,200306,경기,N,0,7005753,7000000
13609,N,1,72,5469,N,200306,경기,N,0,80000,80000
3279,N,1,44,31666,N,200306,경기,N,0,310000,310000
18920,Y,1,45,34722,N,200306,경기,N,0,60000,60000
1091,N,1,43,10282,N,200306,경기,N,0,400000,400000
9494,N,2,57,73888,N,200306,경기,N,0,90000,90000
7914,N,2,37,9500,N,200306,경기,N,0,390000,390000
12471,N,2,30,21805,N,200306,경기,N,0,492000,492000
21092,N,2,46,16256,N,200306,경기,N,0,120000,120000
15919,N,2,67,63333,N,200306,경기,N,0,160000,160000
21421,N,2,35,6438,N,200306,경기,N,0,200000,200000
12332,N,2,38,38055,N,200306,경기,N,0,1123064,1123064
11788,N,2,55,16666,N,200306,경기,N,0,106570,106570
14466,N,2,42,17777,N,200306,경기,N,0,160000,160000
9218,N,2,68,23425,N,200306,경기,N,0,200000,200000
11658,N,1,59,6485,N,200306,경기,N,0,120000,120000
16945,N,1,30,33888,N,200306,경기,N,0,880000,880000
7871,N,2,39,32222,N,200306,경기,N,0,100000,100000
5858,N,2,28,2247,N,200306,경기,N,0,210000,210000
12023,N,2,49,24444,N,200306,경기,N,0,196500,196500
1367,N,2,29,5138,N,200306,경기,N,0,18000,18000
19559,N,1,35,14166,N,200306,경기,N,0,300000,300000
10165,N,1,34,14870,N,200306,경기,N,0,175000,175000
7945,Y,2,36,16666,N,200306,경기,N,0,30000,30000
12544,N,2,24,21111,N,200306,경기,N,0,180000,180000
19250,N,1,30,22777,N,200306,경기,N,0,30000,30000
3469,N,2,36,29569,N,200306,경기,N,0,120000,120000
9763,N,1,49,38711,N,200306,경기,N,0,1800000,1800000
2396,N,1,46,18181,N,200304,경기,N,0,98278,98278
13734,N,1,63,12777,N,200303,경기,N,0,540000,540000
16213,N,1,56,7916,N,200303,경기,N,0,160000,160000
3832,N,1,41,23786,N,200303,경기,N,0,200000,200000
2484,N,1,72,18291,N,200303,경기,N,0,200000,200000
9020,N,1,43,32450,N,200206,경기,N,0,60000,60000
21779,N,2,29,27500,N,200206,경기,N,0,320000,320000
13444,Y,1,38,15591,N,200202,경기,N,0,640000,640000
15004,N,2,34,96102,N,200110,경기,N,0,158752,158752
3824,N,1,43,46527,N,200108,경기,N,0,200000,200000
10475,N,2,33,34583,N,200104,경기,N,0,300000,300000
11208,N,2,63,18480,N,200104,경기,N,0,480000,480000
21767,N,2,34,4572,N,200101,경기,N,0,100000,100000
6111,N,2,35,11250,N,200101,경기,N,0,400000,400000
15005,N,1,34,71851,N,200011,경기,N,0,200000,200000
3840,N,2,39,41944,N,200010,경기,N,0,80000,80000
119,N,2,57,6944,Y,200010,경기,N,0,480000,480000
19485,N,1,44,10809,N,199911,경기,N,0,500000,500000
4550,N,1,60,18012,N,199910,경기,N,0,550000,550000
2239,N,1,54,11111,N,199910,경기,N,0,800000,800000
4695,N,2,46,33026,Y,199804,경기,N,0,203520,203520
17929,N,1,47,15694,N,201405,경기,Y,0,58000,58000
17808,N,1,53,6148,N,201004,경기,Y,0,131400,131400
2074,N,2,56,6388,N,200912,경기,Y,0,180000,180000
13238,N,1,34,19444,N,200909,경기,Y,0,35840,35840
15445,N,2,40,7141,N,200903,경기,Y,0,59800,59800
4342,N,1,37,24444,N,200902,경기,Y,0,90000,90000
6555,N,2,36,22657,N,200810,경기,Y,0,37360,37360
22156,Y,1,38,22777,N,200803,경기,Y,0,420000,420000
15376,N,2,38,57916,N,200710,경기,Y,0,96000,96000
19835,N,2,38,33611,N,200701,경기,Y,0,100000,100000
8656,N,2,34,31388,N,200612,경기,Y,0,280000,280000
10751,N,1,37,11666,N,200601,경기,Y,0,20000000,20000000
4059,N,2,42,9794,N,200501,경기,Y,0,600000,600000
19682,N,1,41,29444,N,200410,경기,Y,0,300000,300000
12892,N,2,35,16805,N,200409,경기,Y,0,200000,200000
19672,N,1,65,9332,N,200408,경기,Y,0,1840000,1840000
21846,N,1,50,8611,Y,200401,경기,Y,0,200000,200000
6188,N,1,37,16111,N,200312,경기,Y,0,0,0
21345,N,2,38,16666,N,200306,경기,Y,0,120000,120000
5383,N,1,48,13888,N,200306,경기,Y,0,245000,245000
439,N,1,61,13194,N,200306,경기,Y,0,8000000,8000000
14113,N,2,53,6954,N,200306,경기,Y,0,100000,100000
16575,Y,2,47,22083,N,200306,경기,Y,0,210000,210000
1021,N,2,44,21666,N,200306,경기,Y,0,320000,320000
18778,N,2,49,44444,N,200306,경기,Y,0,2000000,2000000
7017,N,1,72,8611,N,200306,경기,Y,0,1000000,1000000
14622,N,2,36,21666,N,200306,경기,Y,0,270000,270000
7637,N,1,48,9770,N,200306,경기,Y,0,310000,310000
1077,N,2,43,33055,N,200306,경기,Y,0,0,0
12116,N,2,46,27638,N,200306,경기,Y,0,100000,100000
3319,N,1,42,47777,N,200306,경기,Y,0,137896,137896
19207,N,2,33,25972,N,200306,경기,Y,0,400000,400000
21186,N,2,43,30555,N,200306,경기,Y,0,260000,260000
3443,N,2,37,29444,N,200306,경기,Y,0,1400000,1400000
1204,N,2,38,22777,N,200306,경기,Y,0,360000,360000
3206,N,2,46,20161,N,200306,경기,Y,0,130798,130798
10032,N,2,40,71388,N,200306,경기,Y,0,115000,115000
19055,N,2,40,20833,N,200306,경기,Y,0,45000,45000
16619,N,2,45,10416,N,200306,경기,Y,0,198000,198000
5473,N,2,46,23611,N,200306,경기,Y,0,60000,60000
3462,N,2,36,7777,N,200306,경기,Y,0,100000,100000
5220,N,1,54,24583,N,200306,경기,Y,0,300000,300000
19104,N,2,38,22083,N,200306,경기,Y,0,40000,40000
19034,N,2,41,39444,N,200306,경기,Y,0,280000,280000
12057,N,1,48,8483,N,200306,경기,Y,0,300000,300000
20717,N,1,57,60555,N,200306,경기,Y,0,120000,120000
9873,N,2,46,20972,N,200306,경기,Y,0,290000,290000
9253,N,2,65,37777,N,200306,경기,Y,0,160000,160000
12375,N,1,36,36388,N,200306,경기,Y,0,600000,600000
20477,N,2,66,10903,N,200306,경기,Y,0,11000000,11000000
13754,N,2,63,21527,N,200306,경기,Y,0,0,0
21255,N,2,41,18537,N,200306,경기,Y,0,0,0
11972,N,2,50,42361,N,200306,경기,Y,0,750000,750000
12337,N,2,38,35277,N,200306,경기,Y,0,700000,700000
20598,N,2,61,33888,N,200306,경기,Y,0,0,0
12199,N,1,43,16666,N,200306,경기,Y,0,276800,276800
2486,N,1,71,21944,N,200306,경기,Y,0,500000,500000
751,N,2,53,52500,N,200306,경기,Y,0,5000000,5000000
6818,N,1,58,16140,N,200201,경기,Y,0,30000,30000
12721,N,2,37,9605,N,199911,경기,Y,0,132000,132000
10380,N,1,56,11666,N,199905,경기,Y,0,0,0
19508,N,2,39,21944,N,199710,경기,Y,0,70000,70000
15577,N,2,46,8323,N,201305,경기,Y,1,65600,65600
22364,N,1,51,16574,N,201208,경기,Y,1,84705,84630
20090,N,1,61,64166,N,201205,경기,Y,1,100000,100000
13314,N,2,36,23333,N,201203,경기,Y,1,10000,10000
13289,N,2,59,14101,N,201105,경기,Y,1,53100,53100
15504,N,1,46,4400,N,201009,경기,Y,1,262262,262262
2097,N,1,49,33888,N,201007,경기,Y,1,254400,254400
17796,N,1,58,6624,N,201001,경기,Y,1,90000,90000
13246,N,2,37,18888,N,200911,경기,Y,1,196110,196110
4360,N,1,38,27361,N,200906,경기,Y,1,72980,72980
22122,N,2,38,24305,N,200704,경기,Y,1,89200,89200
17623,N,2,35,16944,N,200701,경기,Y,1,23440,23440
22074,N,2,36,60000,N,200609,경기,Y,1,150000,150000
6446,N,2,42,16527,N,200609,경기,Y,1,600000,600000
1857,N,2,41,11666,N,200511,경기,Y,1,160000,160000
1847,Y,2,39,13333,N,200509,경기,Y,1,300000,300000
19729,N,1,70,14573,N,200508,경기,Y,1,400073,400000
8538,N,1,43,12500,N,200504,경기,Y,1,200000,200000
10675,N,2,49,20000,N,200501,경기,Y,1,300000,300000
4053,N,1,57,16186,N,200501,경기,Y,1,20000,20000
4005,N,2,42,11570,N,200406,경기,Y,1,600000,600000
12854,N,1,46,10762,N,200404,경기,Y,1,90000,90000
19631,N,2,50,34583,N,200403,경기,Y,1,95920,95920
10588,N,2,43,43333,N,200403,경기,Y,1,100000,100000
21876,N,1,69,38472,N,200403,경기,Y,1,0,0
10578,N,2,42,10793,N,200402,경기,Y,1,39600,39600
18993,N,1,43,23847,N,200306,경기,Y,1,200000,200000
5302,N,2,51,11645,N,200306,경기,Y,1,336000,336000
7418,N,1,54,21565,N,200306,경기,Y,1,200000,200000
10374,N,1,58,14449,N,200306,경기,Y,1,189560,189560
18694,N,2,51,10513,N,200306,경기,Y,1,1221660,1221660
16802,Y,1,38,18055,N,200306,경기,Y,1,220000,220000
5503,N,2,45,30138,N,200306,경기,Y,1,0,0
14716,N,2,31,10048,N,200306,경기,Y,1,21450,21450
9801,N,1,48,5469,N,200306,경기,Y,1,36000,36000
7942,N,2,36,12308,N,200306,경기,Y,1,400000,400000
10001,N,1,41,31666,N,200306,경기,Y,1,1000000,1000000
2887,N,2,55,20694,N,200306,경기,Y,1,330000,330000
13829,N,1,60,14577,N,200306,경기,Y,1,300000,300000
8029,N,2,31,13333,N,200306,경기,Y,1,200000,200000
21338,N,2,38,23611,N,200306,경기,Y,1,50000,50000
9908,N,1,45,18194,N,200306,경기,Y,1,30000,30000
12274,N,1,41,25000,N,200306,경기,Y,1,134208,134208
14343,N,1,45,75460,N,200306,경기,Y,1,90000,90000
5053,N,1,58,50555,N,200306,경기,Y,1,300000,300000
1299,N,2,35,8611,N,200306,경기,Y,1,315000,315000
7039,N,1,69,48333,N,200306,경기,Y,1,65000,65000
18313,Y,1,62,40000,N,200306,경기,Y,1,490400,490400
19066,N,2,39,20277,N,200306,경기,Y,1,20004,20000
21193,N,1,43,19444,N,200306,경기,Y,1,215000,215000
1197,N,1,39,8634,N,200306,경기,Y,1,60000,60000
12232,N,1,42,31388,N,200306,경기,Y,1,410000,410000
18793,N,1,49,49583,N,200306,경기,Y,1,200000,200000
3262,N,1,44,18333,N,200306,경기,Y,1,200000,200000
18992,N,1,43,4565,N,200306,경기,Y,1,300000,300000
5387,N,1,48,42638,N,200306,경기,Y,1,0,0
1570,N,1,44,40277,N,200306,경기,Y,1,500000,500000
972,N,2,46,43888,N,200306,경기,Y,1,20000,20000
21103,N,2,46,34444,N,200306,경기,Y,1,240000,240000
2577,N,1,64,32777,N,200306,경기,Y,1,50000,50000
14063,N,1,54,10023,N,200306,경기,Y,1,300000,300000
16395,N,2,52,39444,N,200306,경기,Y,1,200000,200000
16651,N,2,44,27777,N,200306,경기,Y,1,200000,200000
7327,N,2,57,60277,N,200306,경기,Y,1,249200,249200
20938,N,2,51,25555,N,200306,경기,Y,1,341700,341700
2978,N,2,52,16250,N,200306,경기,Y,1,30000,30000
20506,N,1,64,32361,N,200306,경기,Y,1,2000000,2000000
5763,N,2,35,32638,N,200306,경기,Y,1,300000,300000
9280,N,2,63,33055,N,200306,경기,Y,1,55000,55000
689,N,2,54,53750,N,200306,경기,Y,1,0,0
1081,N,2,43,42638,N,200306,경기,Y,1,624300,624300
11995,N,1,50,11012,N,200306,경기,Y,1,300000,300000
2610,N,1,63,55138,N,200303,경기,Y,1,20960,20960
11237,N,1,43,15694,N,200203,경기,Y,1,390000,390000
13438,N,2,61,7030,N,200201,경기,Y,1,290000,290000
6102,N,1,38,14166,N,200111,경기,Y,1,200000,200000
11318,N,1,47,13976,Y,200108,경기,Y,1,57200,57200
6077,N,1,44,34444,N,200011,경기,Y,1,300000,300000
3787,N,2,53,12308,N,199911,경기,Y,1,990248,990248
6886,N,2,54,20555,N,199910,경기,Y,1,300000,300000
2240,N,2,63,8884,Y,199910,경기,Y,1,140000,140000
6902,N,2,49,8472,Y,199903,경기,Y,1,196000,196000
15572,N,2,45,17500,N,201304,경기,Y,2,270000,270000
8915,Y,2,43,21250,N,201301,경기,Y,2,857500,857500
22301,N,1,47,26250,N,201012,경기,Y,2,1327516,1327516
2037,N,2,38,12777,N,200906,경기,Y,2,30160,30160
10949,N,1,43,44861,N,200903,경기,Y,2,279400,279400
6532,Y,1,49,9722,N,200805,경기,Y,2,504000,504000
13150,N,1,40,2147,N,200801,경기,Y,2,500000,500000
17675,N,1,48,14772,N,200712,경기,Y,2,0,0
6500,N,2,48,21111,N,200708,경기,Y,2,440000,440000
22097,N,1,46,25416,N,200611,경기,Y,2,100000,100000
8607,N,2,48,28333,N,200602,경기,Y,2,200000,200000
10694,N,2,40,13055,N,200504,경기,Y,2,400000,400000
19704,N,2,41,26250,N,200503,경기,Y,2,400000,400000
10692,N,2,37,29305,N,200503,경기,Y,2,60000,60000
12897,N,1,42,66527,N,200409,경기,Y,2,11800,11800
19675,N,2,50,36111,N,200409,경기,Y,2,90000,90000
8384,N,2,50,36111,N,200311,경기,Y,2,950000,950000
21815,N,1,60,12491,N,200308,경기,Y,2,10000000,10000000
3077,N,2,50,29027,N,200306,경기,Y,2,150650,150650
3256,N,1,44,23194,N,200306,경기,Y,2,46269,46269
16241,N,1,56,10242,N,200306,경기,Y,2,6000000,6000000
9708,N,1,50,26805,N,200306,경기,Y,2,59700,59700
16427,N,1,51,5418,N,200306,경기,Y,2,700000,700000
16373,N,1,52,6666,N,200306,경기,Y,2,20000,20000
11953,N,1,50,8194,N,200306,경기,Y,2,1000192,1000000
5321,N,2,51,12638,N,200306,경기,Y,2,286840,286840
12004,N,1,49,32222,N,200306,경기,Y,2,300000,300000
16445,N,2,50,5845,N,200306,경기,Y,2,1474178,1474178
12174,N,1,44,15792,N,200306,경기,Y,2,20000,20000
9944,N,2,43,19861,N,200306,경기,Y,2,500000,500000
12042,N,1,48,31666,N,200306,경기,Y,2,170000,170000
683,N,2,54,23333,N,200306,경기,Y,2,300000,300000
9883,N,1,45,22222,N,200306,경기,Y,2,143760,143760
3316,N,2,42,38333,N,200306,경기,Y,2,120000,120000
16533,N,2,48,11048,N,200306,경기,Y,2,715924,715924
21155,N,1,44,23888,N,200306,경기,Y,2,120000,120000
16724,N,2,41,14645,N,200306,경기,Y,2,172300,172300
5491,N,2,45,36805,N,200306,경기,Y,2,300000,300000
9670,N,2,52,5643,N,200306,경기,Y,2,350000,350000
1155,N,2,40,9166,N,200306,경기,Y,2,500000,500000
7457,N,2,53,4571,Y,200306,경기,Y,2,40000,40000
16353,N,1,53,19166,N,200306,경기,Y,2,300000,300000
21191,N,2,43,9371,N,200306,경기,Y,2,80000,80000
3406,N,2,39,9891,N,200306,경기,Y,2,160000,160000
9969,N,2,42,43888,N,200306,경기,Y,2,60043,60000
19021,N,1,42,25976,N,200306,경기,Y,2,100000,100000
2659,N,1,61,41388,N,200306,경기,Y,2,300000,300000
1015,N,1,45,20000,N,200306,경기,Y,2,25000,25000
582,N,2,57,20972,N,200306,경기,Y,2,210000,210000
16493,N,2,49,9027,Y,200306,경기,Y,2,1500000,1500000
5508,N,1,44,28888,N,200306,경기,Y,2,1000000,1000000
16442,N,2,50,70555,N,200306,경기,Y,2,1000000,1000000
9723,N,2,50,10416,N,200306,경기,Y,2,60000,60000
18715,N,1,51,12916,N,200306,경기,Y,2,270000,270000
3246,N,2,45,16666,N,200306,경기,Y,2,240000,240000
3118,N,2,49,16666,N,200306,경기,Y,2,43700,43700
2898,N,1,55,31666,N,200306,경기,Y,2,140000,140000
14376,N,2,44,179975,N,200306,경기,Y,2,150000,150000
19068,N,2,39,65972,N,200306,경기,Y,2,500000,500000
3085,N,1,50,51111,N,200306,경기,Y,2,17661,17658
3432,N,2,37,15270,N,200306,경기,Y,2,330000,330000
14551,N,2,39,8876,N,200306,경기,Y,2,125360,125360
12078,N,2,47,61388,N,200306,경기,Y,2,300000,300000
12008,N,1,49,37222,N,200306,경기,Y,2,988841,988700
11954,N,2,50,17222,N,200306,경기,Y,2,59600,59600
3121,N,2,49,40555,N,200306,경기,Y,2,220000,220000
18740,N,2,50,19305,N,200306,경기,Y,2,107000,107000
873,N,2,49,20416,N,200306,경기,Y,2,400000,400000
5436,N,2,47,24444,N,200306,경기,Y,2,100000,100000
3208,N,1,46,27222,N,200306,경기,Y,2,15000,15000
18899,N,1,46,18472,N,200306,경기,Y,2,74000,74000
16106,N,1,59,28888,N,200306,경기,Y,2,2000000,2000000
12015,Y,2,49,25277,N,200306,경기,Y,2,120000,120000
18772,N,1,49,10483,N,200306,경기,Y,2,216000,216000
748,N,2,53,16944,N,200306,경기,Y,2,350000,350000
18886,N,2,46,23611,N,200306,경기,Y,2,0,0
5239,N,2,53,29866,N,200306,경기,Y,2,40000,40000
795,N,2,51,15833,N,200306,경기,Y,2,5000000,5000000
7241,N,2,59,67916,N,200306,경기,Y,2,100000,100000
5619,Y,2,41,40000,Y,200306,경기,Y,2,480000,480000
10143,N,1,35,22222,N,200306,경기,Y,2,495000,495000
18535,N,1,56,18333,N,200306,경기,Y,2,56620,52770
11568,N,2,62,49539,N,200306,경기,Y,2,300000,300000
16229,N,2,56,32777,N,200306,경기,Y,2,300000,300000
2853,N,1,56,5902,N,200306,경기,Y,2,130000,130000
9989,N,2,41,7789,N,200306,경기,Y,2,128393,128393
11570,N,1,62,9419,N,200306,경기,Y,2,192000,192000
14118,N,1,53,9704,N,200306,경기,Y,2,600156,600000
7301,N,1,57,28888,N,200306,경기,Y,2,300000,300000
12191,N,1,44,29444,N,200306,경기,Y,2,334430,334430
11550,N,1,62,33333,N,200306,경기,Y,2,250000,250000
20322,N,1,52,20416,N,200303,경기,Y,2,4554924,4550000
9087,N,2,48,19166,Y,200206,경기,Y,2,3750000,3750000
6822,Y,1,53,49444,N,200202,경기,Y,2,0,0
15666,N,1,59,10833,N,200112,경기,Y,2,300000,300000
11231,N,1,64,12638,N,200111,경기,Y,2,14000,14000
20200,N,1,61,23888,N,200110,경기,Y,2,66000,66000
20186,Y,2,50,27649,N,200107,경기,Y,2,0,0
8271,N,2,47,29722,N,200103,경기,Y,2,121280,121280
13399,N,2,48,17777,N,200012,경기,Y,2,50000,50000
4563,N,1,55,40000,N,199910,경기,Y,2,108936,108936
18085,N,2,51,27222,Y,199908,경기,Y,2,180054,180000
3790,N,2,52,20833,Y,199903,경기,Y,2,70000,70000
19442,N,2,57,35416,N,199812,경기,Y,2,510000,510000
21703,N,2,46,2500,N,199811,경기,Y,2,120000,120000
2332,N,2,62,7637,Y,199803,경기,Y,2,160000,160000
135,N,2,51,8874,Y,199610,경기,Y,2,69152,69152
18101,N,2,38,22638,N,199609,경기,Y,2,1000000,1000000
117,N,2,57,16111,Y,199409,경기,Y,2,120000,120000
6572,N,2,46,39027,N,200902,경기,Y,3,161900,161900
4029,N,2,52,26752,N,200410,경기,Y,3,300000,300000
14441,N,1,43,6456,N,200306,경기,Y,3,50000,50000
18994,N,2,43,18611,N,200306,경기,Y,3,300000,300000
12220,N,2,43,34444,N,200306,경기,Y,3,60000,60000
2683,N,1,61,34583,N,200306,경기,Y,3,204700,204700
12066,N,2,47,20000,N,200306,경기,Y,3,0,0
14210,N,2,49,31666,N,200306,경기,Y,3,86160,86160
2988,N,2,52,60833,N,200306,경기,Y,3,150000,150000
14492,N,2,41,22536,N,200306,경기,Y,3,150000,150000
16290,N,2,54,20833,N,200306,경기,Y,4,200000,200000
15605,N,2,33,50000,N,201501,경기,N,0,40000,40000
22397,N,2,55,4309,N,201501,경기,N,0,635200,635200
8956,N,2,27,6286,N,201411,경기,N,0,60000,60000
4536,N,2,68,21267,N,201406,경기,N,0,137600,137600
13354,N,2,42,3525,N,201312,경기,N,0,50000,50000
4524,N,2,47,12562,N,201311,경기,N,0,144600,144600
11151,N,2,31,27777,N,201309,경기,N,0,30000,30000
15566,N,1,26,12222,N,201303,경기,N,0,44700,44700
15565,N,1,34,7537,N,201302,경기,N,0,78100,78100
2181,N,2,31,24444,N,201302,경기,N,0,180000,180000
13324,N,2,36,31111,N,201209,경기,N,0,176970,176970
20104,N,2,31,41805,N,201209,경기,N,0,840000,840000
6692,Y,1,35,20972,N,201202,경기,N,0,5033301,5000000
22336,N,1,51,15000,N,201112,경기,N,0,137209,137209
20044,N,1,41,11805,N,201103,경기,N,0,60000,60000
6661,N,1,36,35833,N,201102,경기,N,0,58000,58000
11036,N,1,48,6805,N,201010,경기,N,0,100000,100000
4395,N,1,22,12222,N,201002,경기,N,0,218470,218470
2072,N,2,53,40000,N,200911,경기,N,0,30000,30000
6616,N,2,59,16520,N,200911,경기,N,0,54000,54000
19984,N,1,47,13476,N,200910,경기,N,0,7900,7900
22251,N,1,61,5290,N,200910,경기,N,0,110835,110835
17762,N,2,23,8135,N,200906,경기,N,0,63352,63352
8779,N,2,33,8418,N,200903,경기,N,0,200000,200000
17725,N,1,51,13586,N,200901,경기,N,0,443720,443720
6550,N,2,28,14027,N,200809,경기,N,0,70328,70328
17713,N,1,44,27777,N,200809,경기,N,0,300000,300000
10906,N,1,40,20416,N,200805,경기,N,0,300000,300000
4306,Y,2,51,7692,N,200803,경기,N,0,1100000,1100000
8724,N,1,35,17222,N,200803,경기,N,0,150000,150000
1976,N,2,30,12500,N,200802,경기,N,0,100000,100000
8714,N,2,52,4693,N,200712,경기,N,0,500000,500000
4293,N,2,56,29166,N,200712,경기,N,0,0,0
6513,N,2,51,26305,N,200711,경기,N,0,111580,0
8701,N,2,34,8200,N,200710,경기,N,0,300000,300000
6497,N,1,37,12562,N,200706,경기,N,0,200000,200000
1945,N,2,35,22081,N,200704,경기,N,0,0,0
13111,N,2,37,25360,N,200704,경기,N,0,300000,300000
6488,N,2,34,36111,N,200704,경기,N,0,30000,30000
17625,N,1,54,8640,N,200701,경기,N,0,288000,288000
